店舗ID,店舗名,店舗名カナ,緯度,軽度,店舗URL,ドリンクURL,住所,電話番号,平均予算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
getz305,地鶏専門店×贅沢個室 鳥桜 八王子駅前店,ジドリセンモンテンゼイタクコシツトリザクラ ハチオウジエキマエテン,35.658226,139.338186,https://r.gnavi.co.jp/m6nvb4y50000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/getz305/menu3,〒192-0082 東京都八王子市東町12-14 4F,050-3469-3724,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飲み放題メニュー,飲み放題メニュー,黒枝豆,きゅうりの特製,だし巻き玉子,有機トマトの丸ごとスライス,たこわさび,ピリ辛冷奴,漬物盛り合わせ,マグロとアボカド美味しいサラダ,アボカドと生ハムイタリアンサラダ,カリカリじゃこ大根サラダ,鶏と水菜のサラダ,黒豚しゃぶしゃぶ胡麻和えサラダ,特選お刺身2種盛合せ,特選お刺身3種盛合せ,炙りしめサバ,サーモン刺身,タコ刺身,熊本！馬刺し,馬刺し2種盛合せ,馬刺し3種盛合せ,カツオタタキ,黒豚タンの炭火焼き,黒豚,黒豚のトロトロ角煮,牛ロースのひびき柚子ソテー,地鶏のチキン南蛮,照り焼きチキン,ほくほくハッシュポテトの明太チーズ焼き,地鶏の砂肝ピリ辛炒め,豚肉のキムチ炒め,地鶏の唐揚げ,手羽先にんにく揚げ,明石の揚げたこ焼き,鶏軟骨唐揚げ,自家製さつま揚げ,鶏軟骨唐揚げ,ぼんじり唐揚げ,地鶏の唐揚げ,イカゲソ唐揚げ,カリカリポテトフライ,レンコンチップス,串焼き正肉（もも肉）/なんこつ/ぼんじり/鶏かわ　各種（1本）,串焼。きねぎま/砂肝/豚バラ串/各種（1本）,エリンギ/しいたけ串各種（1本）,白ネギ肉まき,トマトの肉巻き,串焼。白ネギ/にんにく各種（1本）,地鶏の焼き鳥　7本盛合せ,地鶏の焼き鳥　12本盛合せ,焼き鳥つくね5本盛合せ,焼き鳥つくね(2本),エイヒレの炙り焼き,もちお餅の焼き,厚切りベーコンの黒こしょう焼き/するめいかの一夜干し,鉄板ナポリタンスパゲッティ/きのこたっぷり醤油スパゲティ,豚肉ミルフィーユ鍋,豚バラ肉と豆腐チゲ鍋,和牛すき焼き鍋,野菜の盛り合わせ,豚バラ,鶏肉,牛ホルモンミックス,キムチ,ラーメン・うどん。おじや,抹茶アイス/バニラアイス,ワッフル,チョコレートわらび餅,,,,,,,,,,,,,,,,,
430,1400,430,1400,480,1600,100,480,390,1780,1880,420,480,680,380,480,380,380,420,420,380,680,290,150,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gb0p201,居酒屋ウラニワ 八王子店,イザカヤウラニワ ハチオウジテン,35.654436,139.339623,https://r.gnavi.co.jp/gb0p201/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gb0p201/menu3,〒192-0904 東京都八王子市子安町1-1-8 アーバンホテル1F,050-3467-8655,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
季節野菜の天ぷら,懐かしのハムカツ,あさりバター,酒盗クリームチーズ,ウラニワの冷奴,こだわり白菜キムチ,わさびそら豆,とり皮ぽん酢,もやしナムル,黒糖そら豆,たたききゅうり,焼き枝豆,とり皮キムチ,山芋の醤油漬,合鴨ロースの燻製,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,250,480,350,380,280,380,350,250,380,350,350,400,400,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gg61300,肉バル×ソファー個室Hicheese 八王子店,ニクバルソファーコシツハイチーズ ハチオウジテン,35.658201,139.337882,https://r.gnavi.co.jp/6hrnad700000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gg61300/menu2,〒192-0082 東京都八王子市東町12-8 長澤ビル2F,050-3314-2729,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤンニョムチキン,鶏とキノコのアヒージョ,カマンベールチーズのアヒージョ,馬肉のにく寿司(２貫),ローストビーフ寿司(２貫),生ハム寿司(２貫),ローストビーフ丼,◇ビール,◇角ハイボール,◇ジムビーム,◇サワー,◇ワイン,◇カクテル,◇焼酎,◇日本酒,◇梅酒,◇ソフトドリンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,680,760,484,550,440,1078,480,500,500,500,500,540,550,500,580,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e919311,寿司居酒屋 や台ずし 八王子南口町,スシイザカヤヤタイズシ ハチオウジミナミグチチョウ,35.653504,139.340841,https://r.gnavi.co.jp/e919311/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/e919311/menu8,〒192-0904 東京都八王子市子安町1-9-6 SKビル1F,050-3467-9345,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
生げそ刺,いか刺,かにみそつまみ,甘海老刺,サーモン刺,たこ刺,いわし刺,はまち刺,穴子つまみ,赤海老刺,〆さば刺,つぶ貝刺,びんちょう刺,こはだ刺,しゃこつまみ,真鯛刺,あじ刺,ほたて刺,本まぐろ刺,数の子つまみ,うなぎつまみ,平目刺,うにつまみ,中とろ刺,大とろ刺,とろざんまい握り,ねぎとろユッケ,とろざんまい刺身,中とろ尽くし握り,本まぐろ刺身,中とろ刺身,大とろ刺身,中とろ握り,炙りとろ握り,大とろ握り,ねぎとろ軍艦,鉄火手巻,とろたく手巻,ねぎとろ手巻,おでん大根,舞茸の天ぷら,プリプリエビマヨ,ジャンボシュウマイ,サーモンユッケ,ねぎとろユッケ,厚焼き玉子明太マヨ,鶏ハラミ炭火焼き,カキフライ,う巻,さんま塩焼き,さんま刺,さんま握り,ベビーほたてポン酢,キハダまぐろの白子ポン酢,追加豆富,追加野菜,追加ホルモン,ラーメンセット,うどんセット,酢めし雑炊セット,,,,,,,,,,,,,,,,,,,,,,,,,,
399,499,499,499,599,599,599,599,599,599,699,699,699,699,699,699,699,699,799,999,999,999,1499,1499,1999,1299,799,1299,799,799,1499,1999,299,399,399,299,199,299,499,599,499,599,399,399,799,399,499,799,499,499,499,599,499,599,129,399,499,299,399,999,399,399,399,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggks700,kitchen＆dining pukupuku‐プクプク‐,キッチンアンドダイニングプクプク,35.641652,139.284896,https://r.gnavi.co.jp/4914w45x0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/ggks700/menu2,〒193-0845 東京都八王子市初沢町1231-16 京王リトナード高尾C棟,050-3461-8063,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
特選チーズ　1種,特選チーズ3種,ゴルゴンゾーラチーズフォンデュ,ミモレットチーズフォンデュ,野菜セット,ジャガイモ&ソーセージセット,追加パン　2ケ,ペペロンチーノ,カルボナーラ,ブラマンジェ,3種類のジェラード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1200,1180,1280,480,520,150,1080,1380,480,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g551829,梅蘭 セレオ八王子店,バイラン セレオハチオウジテン,35.656072,139.339264,https://r.gnavi.co.jp/burwecwd0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g551829/menu3,〒192-0083 東京都八王子市旭町1-1 セレオ八王子北館9F,050-3373-4833,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キリン一番搾り,キリンラガービール,ハートランド,青島ビール,キリンフリー（ノンアルコール）,ウーロンハイ,緑茶ハイ,柚子ハイ,レモンサワー,グレープフルーツサワー,ピーチウーロン,ピーチカルピス,ピーチオレンジ,ぶどうサワー,カシスジンジャー,シャンディガフ,カシスオレンジ,カシスウーロン,梅酒ジンジャー,獺祭50,白鶴,赤／白,富士山麓ハイボール,ジンジャーハイボール,コークハイボール,ドラゴンハイボール,【麦】いいちこ,【麦】中々,【芋】黒霧島,【芋】富乃宝山,【しそ】鍛高譚,桂花陳酒,杏露酒,蒻枝酒（ライチ酒）,林檎酒（リンゴ酒）,まっこいうめ酒,ソフトドリンク,ジャスミン茶［HOT］,鉄観音茶［HOT］,プーアル茶［HOT］,紹興酒の美味しい飲み方,【古越龍山】,【古越龍山】,【八年陳年紹興酒貴酒】,【十年陳年紹興酒貴酒】,【十五年陳年紹興酒貴酒】,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,480,600,550,580,490,480,480,480,480,480,480,480,480,480,480,480,480,480,480,700,530,500,480,480,480,580,480,720,680,720,480,720,680,720,480,720,530,530,530,530,530,280,500,500,500,600,1980,600,2400,640,3180,640,4200,500,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gepx117,炭火串焼きだいにんぐ テング 八王子店,スミビクシヤキダイニングテング ハチオウジテン,35.657087,139.337905,https://r.gnavi.co.jp/m9ppdvv70000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gepx117/menu4,〒192-0083 東京都八王子市旭町7-1 豊栄第1ビル2F,050-3462-4745,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2時間　飲み放題内容,プレミアムフリードリンク,ホッピーセット（白／黒）,ホッピー（白／黒）,中（焼酎）,生ビール（黒ラベル）,生ビール（黒ラベル）,生ビール（黒ラベル）,瓶ビール（ラガー）,サッポロプレミアムアルコールフリー,プレミアムジントニック,プレミアムジンリッキー,プレミアムジンコーク,プレミアムジンバック,阿波のしずく,薩摩おごじょ,飫肥杉,瑞泉,珊瑚,天盃（宝壷）,【本醸造】いよよ華やぐ,【樽酒】杉蔵,【純米生々大吟醸】大山,【純米】浦霞,【本醸造】八海山,お銚子,中徳利,【樽酒】杉蔵,オリジナルブレンデッド,オリジナルブレンデッド　ハイボール,スコッチウイスキー（ロック）,スコッチハイボール,デュワーズコーク,ジンジャーハイボール,下町ハイボール,ウーロンハイ,カテキン緑茶ハイ,レモンサワー,グレープフルーツサワー,シークァーサーサワー,梅酒サワー,梅干しサワー,赤しそレモンサワー,シャンディガフ,はちみつ黒酢サワー,カシスウーロン,カシスオレンジ,カシスソーダ,ジントニック,スクリュードライバー,モスコミュール,梅酒ロック,梅酒グレープフルーツ,梅酒カシス,梅酒緑茶,梅酒白ワイン,プルテッリ・モンテプルチャーノ,ドミノ・デ・ラ・プラナ,バローロ・カッシーナ・フェレーロ,ブルネロ・ディ・モンタルチーノ,ヴェルディッキオ・クラシコ,ドメーヌ・ラ・テール,シャブリ,ウーロン茶,アイスグリーンティー,オレンジジュース,ヒラミレモンジュース,ジンジャーエール,コーラ,ブレンドコーヒー,エスプレッソ,アイスコーヒー,,,,,,,,,,,,,,
390,260,210,210,360,420,550,390,420,420,490,490,290,500,390,500,390,500,390,500,390,390,100,280,100,320,100,420,100,420,100,420,130,240,260,390,130,420,439,439,399,399,499,499,369,399,399,399,399,399,399,399,399,399,399,420,420,420,420,420,420,340,390,390,390,390,380,1790,1990,3890,3890,380,1790,1990,2990,250,250,250,250,250,280,180,180,180,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd8n701,串カツ田中 八王子店,クチカツタナカ ハチオウジテン,35.658402,139.335849,https://r.gnavi.co.jp/ngxg91720000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gd8n701/menu4,〒192-0085 東京都八王子市中町7-10 紅洋ビル1F,050-3468-6653,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
じゃがいも,玉ねぎ,レンコン,白ネギ,しし唐,ニンニク,なすび,山芋,お魚ソーセージ,ピクルス,串カツ牛,しいたけ,ウインナー,もち,うずら,つくね,トマト,ハムカツ,レバカツ,鶏手羽,ししゃも,豚しそ,はんぺん,エリンギ,煮玉子,カニ足,いかとんび,バナナ,クッキー＆クリーム,えび,ホタテ,アスパラ（まるごと1本）,キス,カキ,チーズ,生麩田楽,5品盛り,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,100,100,100,100,100,100,100,100,120,120,120,120,120,120,120,120,120,120,120,150,150,150,150,150,150,150,150,200,200,200,200,200,200,200,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd73700,西八izakaya 結び屋,ニシハチイザカヤムスビヤ,35.657623,139.313328,https://r.gnavi.co.jp/gd73700/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gd73700/menu3,〒193-0835 東京都八王子市千人町2-2-10 旭苑ビル2F,050-3477-5102,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自家製燻製チーズ,あったか枝豆,たたき胡瓜塩ゴマ和え,【釧路産】秋刀魚の燻製,たこわさ,【函館産】松前漬け,【函館産】イカの塩辛,【函館産】朝イカ沖漬け,【函館産】珍味盛合わせ,【オホーツク産】北海タコ刺,【函館産】真イカ刺,【野付産】ホタテ刺,【オホーツク産】トロサーモン,【紋別産】ボタン海老刺,温泉たまごのシーザーサラダ,大根と水菜と桜海老の和風サラダ,エリンギとベーコンのサラダ,えびぷりコブサラダ,串焼き5種盛り合わせ,鶏つくね,鶏もも,鶏ねぎま,鶏ぼんじり,鶏白レバー,豚バラ,豚トロ,しし唐,エリンギ,【結び屋おすすめ】,【結び屋イチオシ！！】まぐろのカマ焼き,【羅臼産】真ほっけ開き炙り,【根室産】コマイ炙り,【釧路産】鮭ハラス焼き,【網走産】銀だらのカマ焼き,【函館産】イカの一夜干し,【十勝産】じゃがバター・・塩辛添え・・,豚トロのねぎ塩炒め,なすとエリンギの辛みそ炒め,鶏せせりのピリ辛炒め,【長沼産】ジンギスカン鉄板焼き,カマンベールチーズフライ,皮付きポテトフライ,砂肝の黒胡椒揚げ,鶏ナンコツの唐揚げ,甘えびの唐揚げ,タコの唐揚げ,鶏ササミとチーズの揚げ春巻き,手作りさつま揚げ,鶏皮ぎょうざ,豚の角煮　温玉添え,なすと豚肉の揚げだし,フォアグラ大根,鶏そぼろあんかけご飯,帯広の味　豚丼,特製焼きうどん,札幌味噌ラーメン,お茶漬け（しゃけ・梅）,おにぎり（しゃけ・梅・明太子）,ご飯セット（ライス・味噌汁付）,結び屋アイス,自家製プリン,,,,,,,,,,,,,,,,,,,,,,,,,
480,320,320,480,380,380,380,380,680,690,620,750,800,780,160,180,210,180,250,210,190,120,150,210,900,820,680,680,880,460,480,620,680,720,780,480,390,580,460,450,590,720,680,680,780,680,1280,680,720,680,850,480,280,380,380,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gecf088,和食レストランとんでん 八王子散田店,ワショクレストラントンデン ハチオウジサンダテン,35.650443,139.304038,https://r.gnavi.co.jp/1z5e20bt0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gecf088,〒193-0832 東京都八王子市散田町5-15-5,050-3462-7984,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ランチ選べるミニ丼・北海道そば,ランチ選べるミニ丼・北海道そば,ランチ選べるミニ丼・北海道そば,ランチ選べるミニ丼・北海道そば,ランチ選べるミニ丼・北海道そば,ランチ選べるミニ丼・北海道そば,ランチ選べるミニ丼・北海道そば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,980,980,980,980,980,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gagn956,餃子の王将 フレスポ八王子みなみ野店,ギョウザノオウショウ フレスポハチオウジミナミノテン,35.632255,139.328703,https://r.gnavi.co.jp/dkbd56b90000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gagn956/menu6,〒192-0916 東京都八王子市みなみ野1-7-3 フレスポ八王子みなみ野1F,042-635-7155,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グリーンサラダ,コーンサラダ,スープ,生ビール,ドライゼロ【ノンアルコール】,餃子,炒飯,ニラレバ炒め,麻婆豆腐,エビチリ,揚げそば,油淋鶏,酢豚,鶏の唐揚,野菜炒め,ホルモンの味噌炒め,ホイコーロー,天津飯,カニ玉,八宝菜,豚キムチ,肉と玉子のいりつけ,ライス,スープ,アサヒスーパードライ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,300,100,460,300,130,248,287,277,334,334,315,300,300,267,296,287,267,277,300,300,277,170,100,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g111359,磯丸水産 八王子店,イソマルスイサン ハチオウジテン,35.658215,139.337821,https://r.gnavi.co.jp/g111359/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g111359/menu2,〒192-0082 東京都八王子市東町12-8,050-3462-9346,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
磯丸の“旨い”をそのままお持ち帰り！(TAKE,ヘパリーゼ×焼酎,ハイボール1丁目,ハイボール2丁目,ハイボール3丁目,ハイボール4丁目,ハイボール5丁目,ハイボール6丁目,ハイボール、サワーなどのウイスキー・焼酎の濃いめは＋50円（税抜）,キリン,チューハイ,トマトチューハイ,レモンサワー,柚子はちみつサワー,男梅サワー,生レモンサワー,生グレープフルーツサワー,ウーロン茶割り,カテキン緑茶割り,午後の紅茶おいしい無糖茶割り,梅酒,ホッピーセット,お替り焼酎,カシスソーダ,カシスウーロン,カシスオレンジ,グラス,ワインジョッキロック,ウイスキー,ウーロン茶,カテキン緑茶,午後の紅茶おいしい無糖茶,生青汁,コーラ,ラムネ,オレンジジュース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,399,399,399,399,399,399,399,399,399,399,399,399,439,439,419,419,419,429,459,299,399,399,419,399,465,399,299,299,299,299,299,299,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g233781,大衆ジンギスカン酒場 ラムちゃん八王子店,タイシュウジンギスカンサカバラムチャンハチオウジテン,35.658457,139.338139,https://r.gnavi.co.jp/527drbhw0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g233781/menu4,〒192-0082 東京都八王子市東町13-13 新井ビル1F,042-649-1565,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ラムちゃんセット,ラムちゃんセット,ラムちゃんセット,ラムちゃんセット,ラムちゃんセット,ラムちゃんセット,ラムちゃんセット,ラムちゃんセット,ラムちゃんセット,ラムちゃんセット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,880,880,880,880,880,880,880,880,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gc2x006,大衆酒場 ちばチャン 八王子店,タイシュウサカバチバチャン ハチオウジテン,35.656332,139.338461,https://r.gnavi.co.jp/ha7cbh0y0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gc2x006/menu5,〒192-0083 東京都八王子市旭町2-5 八王子ツインタワーA館9F,050-3467-4582,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ねぎ間,皮,ボンジリ,砂肝,自家製つくね,バラ,カシラ,タン,【やみつき】ピリ辛角煮込み,イカのゲソ揚げ,ネギ塩牛タン,ハンバーグ,チーズインハンバーグ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,110,100,110,100,110,100,110,100,110,100,110,100,110,100,110,190,209,380,418,480,528,280,308,380,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gdsa801,イタリアン×八王子バル So．ler（ソ．レール）,イタリアンハチオウジバルソレール,35.658001,139.340245,https://r.gnavi.co.jp/smy56axs0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gdsa801/drink,〒192-0082 東京都八王子市東町1-11 久保田ビル1F,050-3314-3575,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金木犀と檸檬,燻製と林檎,麹と茶葉,乳酸菌とトロピカル,シュラブ,生姜と焙じ茶,生ビール(ハートランド),クラフト生ビール　各種,ビアカクテル各種,ノンアルコールビール(ネストノンエール）,本日のグラスワイン赤、白,スパークリングワイン,キティ、カリモーチョ、オペレーター、スプリッツァー、キール、キールロワイヤル、ミモザなど,カシス、カンパリ、チンザノ,ジン、ウォッカ、ラム、テキーラ、ライチ、ピーチ、など,ハイボール、ジンジャーハイボール、レモンサワー、ウーロンハイ、梅酒など,シシリア産有機ブラッドオレンジジュース、ハワイアンコナコーヒーなど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,780,780,680,680,680,580,580,580,580,580,680,580,480,480,480,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge41594,目利きの銀次 高尾南口駅前店,メキキノギンジ タカオミナミグチエキマエテン,35.641555,139.284518,https://r.gnavi.co.jp/s3us11s50000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/ge41594/menu4,〒193-0845 東京都八王子市初沢町1231-19 高尾パークハイツB棟1F,042-667-1288,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
